window,variable,model,lead,rmse_mean,acc_mean,mae_mean,bias_mean,n_valid_times,lead_h,tag,bucket,season,start,end,rank_rmse,rank_acc
2022-09-01_2022-11-30,t850,HRES,7 days,2.6285769052129444,0.7730175027091484,1.7284890899027725,-0.0072655516551595,168,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,1.0,1.0
2022-09-01_2022-11-30,t850,GraphCast,7 days,,,,,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,,
2022-09-01_2022-11-30,t850,NeuralGCM,7 days,,,,,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,,
2022-09-01_2022-11-30,u850,HRES,7 days,4.962809468595785,0.579963606944502,3.406455893298584,-0.110334895370688,168,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,1.0,1.0
2022-09-01_2022-11-30,u850,GraphCast,7 days,,,,,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,,
2022-09-01_2022-11-30,u850,NeuralGCM,7 days,,,,,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,,
2022-09-01_2022-11-30,v850,HRES,7 days,5.087661147139657,0.5405401362074054,3.380793038994981,0.0011513902871349,168,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,1.0,1.0
2022-09-01_2022-11-30,v850,GraphCast,7 days,,,,,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,,
2022-09-01_2022-11-30,v850,NeuralGCM,7 days,,,,,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,,
2022-09-01_2022-11-30,z500,HRES,7 days,525.6521152730018,0.8011219625224041,305.2522904342666,30.551999475549163,168,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,1.0,1.0
2022-09-01_2022-11-30,z500,GraphCast,7 days,,,,,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,,
2022-09-01_2022-11-30,z500,NeuralGCM,7 days,,,,,0,168.0,SON_2022,season,SON,2022-09-01,2022-11-30,,
